,subject1_a,subject1,subject1_b,subject2_a,subject2,subject2_b,object,rule,conf_pca
r975,b,<dbo:isPartOf>,f,a,<dbo:location>,f,<dbo:island>,"<dbo:island>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:location>(a, f)",0.005767844
r976,a,<dbo:district>,f,b,<dbo:location>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:district>(a, f) & <dbo:location>(b, f)",0.005770263
r977,b,<dbo:headquarter>,f,a,<dbo:location>,f,<dbo:politicalPartyInLegislature>,"<dbo:politicalPartyInLegislature>(a, b) <= <dbo:headquarter>(b, f) & <dbo:location>(a, f)",0.00579368
r978,a,<dbo:series>,f,b,<dbo:series>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:series>(a, f) & <dbo:series>(b, f)",0.005842443
r979,b,<dbo:city>,f,a,<dbo:education>,f,<dbo:education>,"<dbo:education>(a, b) <= <dbo:city>(b, f) & <dbo:education>(a, f)",0.005857741
r980,a,<dbo:region>,f,b,<dbo:region>,f,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:region>(a, f) & <dbo:region>(b, f)",0.005899705
r981,a,<dbo:affiliation>,f,b,<dbo:location>,f,<dbo:authority>,"<dbo:authority>(a, b) <= <dbo:affiliation>(a, f) & <dbo:location>(b, f)",0.00591716
r982,f,<dbo:deputy>,b,a,<dbo:primeMinister>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:deputy>(f, b) & <dbo:primeMinister>(a, f)",0.005952381
r983,a,<dbo:headquarter>,f,b,<dbo:headquarter>,f,<dbo:nationalAffiliation>,"<dbo:nationalAffiliation>(a, b) <= <dbo:headquarter>(a, f) & <dbo:headquarter>(b, f)",0.005982756
r984,a,<dbo:commandStructure>,f,b,<dbo:commandStructure>,f,<dbo:commandStructure>,"<dbo:commandStructure>(a, b) <= <dbo:commandStructure>(a, f) & <dbo:commandStructure>(b, f)",0.005994584
r985,a,<dbo:developer>,f,b,<dbo:developer>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:developer>(a, f) & <dbo:developer>(b, f)",0.006001956
r986,a,<dbo:starring>,b,,,,<dbo:musicComposer>,"<dbo:musicComposer>(a, b) <= <dbo:starring>(a, b)",0.00610143
r987,a,<dbo:coach>,f,b,<dbo:formerCoach>,f,<dbo:coach>,"<dbo:coach>(a, b) <= <dbo:coach>(a, f) & <dbo:formerCoach>(b, f)",0.006112853
r988,a,<dbo:city>,f,b,<dbo:residence>,f,<dbo:alumni>,"<dbo:alumni>(a, b) <= <dbo:city>(a, f) & <dbo:residence>(b, f)",0.006116208
r989,a,<dbo:state>,f,b,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:state>(a, f) & <dbo:timeZone>(b, f)",0.006143838
r990,a,<dbo:region>,f,b,<dbo:timeZone>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:region>(a, f) & <dbo:timeZone>(b, f)",0.006144726
r991,a,<dbo:lowestPlace>,f,b,<dbo:lowestPlace>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestPlace>(a, f) & <dbo:lowestPlace>(b, f)",0.006151377
r992,a,<dbo:lowestMountain>,f,b,<dbo:lowestPlace>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestMountain>(a, f) & <dbo:lowestPlace>(b, f)",0.006151377
r993,b,<dbo:lowestMountain>,f,a,<dbo:lowestPlace>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestMountain>(b, f) & <dbo:lowestPlace>(a, f)",0.006151377
r994,a,<dbo:lowestMountain>,f,b,<dbo:lowestMountain>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:lowestMountain>(a, f) & <dbo:lowestMountain>(b, f)",0.006151377
r995,e,<dbo:notableIdea>,a,e,<dbo:notableIdea>,b,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:notableIdea>(e, a) & <dbo:notableIdea>(e, b)",0.006157291
r996,a,<dbo:promotion>,f,b,<dbo:promotion>,f,<dbo:followingEvent>,"<dbo:followingEvent>(a, b) <= <dbo:promotion>(a, f) & <dbo:promotion>(b, f)",0.006157328
r997,b,<dbo:daylightSavingTimeZone>,f,a,<dbo:state>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:daylightSavingTimeZone>(b, f) & <dbo:state>(a, f)",0.006183617
r998,b,<dbo:daylightSavingTimeZone>,f,a,<dbo:region>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:daylightSavingTimeZone>(b, f) & <dbo:region>(a, f)",0.006183617
r999,b,<dbo:region>,f,a,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:region>(b, f) & <dbo:state>(a, f)",0.006188119
r1000,a,<dbo:president>,f,b,<dbo:president>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:president>(a, f) & <dbo:president>(b, f)",0.006198181
r1001,f,<dbo:city>,a,b,<dbo:timeZone>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, a) & <dbo:timeZone>(b, f)",0.006289308
r1002,a,<dbo:country>,f,b,<dbo:timeZone>,f,<dbo:authority>,"<dbo:authority>(a, b) <= <dbo:country>(a, f) & <dbo:timeZone>(b, f)",0.006321113
r1003,f,<dbo:city>,a,b,<dbo:daylightSavingTimeZone>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, a) & <dbo:daylightSavingTimeZone>(b, f)",0.006329114
r1004,b,<dbo:almaMater>,f,f,<dbo:city>,a,<dbo:mayor>,"<dbo:mayor>(a, b) <= <dbo:almaMater>(b, f) & <dbo:city>(f, a)",0.006329114
r1005,a,<dbo:municipality>,f,b,<dbo:municipality>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:municipality>(a, f) & <dbo:municipality>(b, f)",0.006448839
r1006,a,<dbo:canton>,f,b,<dbo:canton>,f,<dbo:municipality>,"<dbo:municipality>(a, b) <= <dbo:canton>(a, f) & <dbo:canton>(b, f)",0.006481037
r1007,b,<dbo:city>,f,a,<dbo:sourceMountain>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:city>(b, f) & <dbo:sourceMountain>(a, f)",0.006488011
r1008,b,<dbo:city>,f,a,<dbo:sourcePlace>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:city>(b, f) & <dbo:sourcePlace>(a, f)",0.006488011
r1009,b,<dbo:district>,f,a,<dbo:location>,f,<dbo:outflow>,"<dbo:outflow>(a, b) <= <dbo:district>(b, f) & <dbo:location>(a, f)",0.006492863
r1010,f,<dbo:product>,b,a,<dbo:publisher>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:product>(f, b) & <dbo:publisher>(a, f)",0.006550014
r1011,b,<dbo:city>,f,a,<dbo:region>,f,<dbo:affiliation>,"<dbo:affiliation>(a, b) <= <dbo:city>(b, f) & <dbo:region>(a, f)",0.006579284
r1012,b,<dbo:daylightSavingTimeZone>,f,a,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:daylightSavingTimeZone>(b, f) & <dbo:state>(a, f)",0.00660066
r1013,a,<dbo:state>,f,b,<dbo:timeZone>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:state>(a, f) & <dbo:timeZone>(b, f)",0.00660066
r1014,a,<dbo:computingPlatform>,b,,,,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:computingPlatform>(a, b)",0.006653226
r1015,f,<dbo:deathPlace>,a,b,<dbo:successor>,f,<dbo:foundingPerson>,"<dbo:foundingPerson>(a, b) <= <dbo:deathPlace>(f, a) & <dbo:successor>(b, f)",0.006666667
r1016,e,<dbo:deputy>,a,e,<dbo:deputy>,b,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:deputy>(e, a) & <dbo:deputy>(e, b)",0.006679764
r1017,a,<dbo:internationalAffiliation>,f,b,<dbo:internationalAffiliation>,f,<dbo:secretaryGeneral>,"<dbo:secretaryGeneral>(a, b) <= <dbo:internationalAffiliation>(a, f) & <dbo:internationalAffiliation>(b, f)",0.006711409
r1018,b,<dbo:followingEvent>,f,a,<dbo:previousEvent>,f,<dbo:followingEvent>,"<dbo:followingEvent>(a, b) <= <dbo:followingEvent>(b, f) & <dbo:previousEvent>(a, f)",0.006713984
r1019,e,<dbo:influencedBy>,a,e,<dbo:notableIdea>,b,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:notableIdea>(e, b)",0.006715635
r1020,a,<dbo:manufacturer>,f,b,<dbo:manufacturer>,f,<dbo:variantOf>,"<dbo:variantOf>(a, b) <= <dbo:manufacturer>(a, f) & <dbo:manufacturer>(b, f)",0.006717954
r1021,b,<dbo:isPartOf>,f,a,<dbo:region>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:region>(a, f)",0.006790123
r1022,a,<dbo:president>,f,f,<dbo:successor>,b,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:president>(a, f) & <dbo:successor>(f, b)",0.006845408
r1023,e,<dbo:musicFusionGenre>,a,e,<dbo:musicSubgenre>,b,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:musicFusionGenre>(e, a) & <dbo:musicSubgenre>(e, b)",0.006888634
r1024,a,<dbo:president>,f,f,<dbo:vicePresident>,b,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:president>(a, f) & <dbo:vicePresident>(f, b)",0.006899436
r1025,a,<dbo:relatedMeanOfTransportation>,f,b,<dbo:relatedMeanOfTransportation>,f,<dbo:variantOf>,"<dbo:variantOf>(a, b) <= <dbo:relatedMeanOfTransportation>(a, f) & <dbo:relatedMeanOfTransportation>(b, f)",0.00691969
r1026,a,<dbo:headquarter>,f,b,<dbo:owner>,f,<dbo:hubAirport>,"<dbo:hubAirport>(a, b) <= <dbo:headquarter>(a, f) & <dbo:owner>(b, f)",0.006921676
r1027,a,<dbo:stylisticOrigin>,b,,,,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:stylisticOrigin>(a, b)",0.006944444
r1028,a,<dbo:influenced>,f,f,<dbo:notableIdea>,b,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:influenced>(a, f) & <dbo:notableIdea>(f, b)",0.006974427
r1029,a,<dbo:influenced>,b,,,,<dbo:philosophicalSchool>,"<dbo:philosophicalSchool>(a, b) <= <dbo:influenced>(a, b)",0.00698385
r1030,a,<http://xmlns.com/foaf/0.1/homepage>,f,b,<http://xmlns.com/foaf/0.1/homepage>,f,<dbo:owningCompany>,"<dbo:owningCompany>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.007091793
r1031,a,<dbo:formerCoach>,f,b,<dbo:formerCoach>,f,<dbo:formerChoreographer>,"<dbo:formerChoreographer>(a, b) <= <dbo:formerCoach>(a, f) & <dbo:formerCoach>(b, f)",0.007105819
r1032,e,<dbo:influenced>,a,e,<dbo:philosophicalSchool>,b,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:influenced>(e, a) & <dbo:philosophicalSchool>(e, b)",0.007123288
r1033,a,<dbo:canton>,f,b,<dbo:location>,f,<dbo:lowestPlace>,"<dbo:lowestPlace>(a, b) <= <dbo:canton>(a, f) & <dbo:location>(b, f)",0.007142857
r1034,e,<dbo:derivative>,a,e,<dbo:stylisticOrigin>,b,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:derivative>(e, a) & <dbo:stylisticOrigin>(e, b)",0.007194245
r1035,e,<dbo:locatedInArea>,b,e,<dbo:mountainRange>,a,<dbo:highestPlace>,"<dbo:highestPlace>(a, b) <= <dbo:locatedInArea>(e, b) & <dbo:mountainRange>(e, a)",0.007211538
r1036,a,<dbo:highestState>,f,b,<dbo:region>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:highestState>(a, f) & <dbo:region>(b, f)",0.007246377
r1037,b,<dbo:developer>,f,a,<dbo:gameEngine>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:developer>(b, f) & <dbo:gameEngine>(a, f)",0.007321131
r1038,a,<dbo:locatedInArea>,b,,,,<dbo:crosses>,"<dbo:crosses>(a, b) <= <dbo:locatedInArea>(a, b)",0.007326873
r1039,a,<dbo:president>,f,b,<dbo:president>,f,<dbo:associate>,"<dbo:associate>(a, b) <= <dbo:president>(a, f) & <dbo:president>(b, f)",0.007382942
r1040,a,<dbo:launchPad>,f,b,<dbo:launchSite>,f,<dbo:launchPad>,"<dbo:launchPad>(a, b) <= <dbo:launchPad>(a, f) & <dbo:launchSite>(b, f)",0.007419774
r1041,a,<dbo:influenced>,e,e,<dbo:notableIdea>,b,<dbo:philosophicalSchool>,"<dbo:philosophicalSchool>(a, b) <= <dbo:influenced>(a, e) & <dbo:notableIdea>(e, b)",0.007426824
r1042,e,<dbo:child>,a,e,<dbo:child>,b,<dbo:child>,"<dbo:child>(a, b) <= <dbo:child>(e, a) & <dbo:child>(e, b)",0.007500636
r1043,e,<dbo:island>,a,e,<dbo:island>,b,<dbo:island>,"<dbo:island>(a, b) <= <dbo:island>(e, a) & <dbo:island>(e, b)",0.007507508
r1044,a,<dbo:brand>,f,b,<dbo:brand>,f,<dbo:followingEvent>,"<dbo:followingEvent>(a, b) <= <dbo:brand>(a, f) & <dbo:brand>(b, f)",0.007546745
r1045,e,<dbo:musicSubgenre>,b,a,<dbo:stylisticOrigin>,e,<dbo:musicSubgenre>,"<dbo:musicSubgenre>(a, b) <= <dbo:musicSubgenre>(e, b) & <dbo:stylisticOrigin>(a, e)",0.007554561
r1046,b,<dbo:city>,f,a,<dbo:federalState>,f,<dbo:administrativeDistrict>,"<dbo:administrativeDistrict>(a, b) <= <dbo:city>(b, f) & <dbo:federalState>(a, f)",0.007566824
r1047,a,<dbo:sourceMountain>,f,b,<dbo:sourceMountain>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:sourceMountain>(a, f) & <dbo:sourceMountain>(b, f)",0.007642339
r1048,b,<dbo:sourceMountain>,f,a,<dbo:sourcePlace>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:sourceMountain>(b, f) & <dbo:sourcePlace>(a, f)",0.007642339
r1049,a,<dbo:sourceMountain>,f,b,<dbo:sourcePlace>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:sourceMountain>(a, f) & <dbo:sourcePlace>(b, f)",0.007642339
r1050,a,<dbo:sourcePlace>,f,b,<dbo:sourcePlace>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:sourcePlace>(a, f) & <dbo:sourcePlace>(b, f)",0.007642339
r1051,f,<dbo:highestPlace>,b,a,<dbo:state>,f,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:highestPlace>(f, b) & <dbo:state>(a, f)",0.007722008
r1052,f,<dbo:state>,a,b,<dbo:state>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:state>(f, a) & <dbo:state>(b, f)",0.007751938
r1053,f,<dbo:part>,a,b,<dbo:state>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:part>(f, a) & <dbo:state>(b, f)",0.007751938
r1054,f,<dbo:state>,a,b,<dbo:state>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:state>(f, a) & <dbo:state>(b, f)",0.007751938
r1055,b,<dbo:state>,a,,,,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:state>(b, a)",0.007782101
r1056,b,<dbo:state>,a,,,,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:state>(b, a)",0.007782101
r1057,f,<dbo:governmentRegion>,a,b,<dbo:state>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:governmentRegion>(f, a) & <dbo:state>(b, f)",0.007782101
r1058,f,<dbo:languageFamily>,b,a,<dbo:originalLanguage>,f,<dbo:originalLanguage>,"<dbo:originalLanguage>(a, b) <= <dbo:languageFamily>(f, b) & <dbo:originalLanguage>(a, f)",0.007789679
r1059,b,<dbo:militaryUnit>,a,,,,<dbo:patron>,"<dbo:patron>(a, b) <= <dbo:militaryUnit>(b, a)",0.007874016
r1060,a,<dbo:city>,f,b,<dbo:city>,f,<dbo:administrativeDistrict>,"<dbo:administrativeDistrict>(a, b) <= <dbo:city>(a, f) & <dbo:city>(b, f)",0.007882076
r1061,e,<dbo:birthPlace>,a,e,<dbo:deathPlace>,b,<dbo:administrativeDistrict>,"<dbo:administrativeDistrict>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:deathPlace>(e, b)",0.007884972
r1062,a,<dbo:designer>,f,b,<dbo:designer>,f,<dbo:gameEngine>,"<dbo:gameEngine>(a, b) <= <dbo:designer>(a, f) & <dbo:designer>(b, f)",0.007927928
r1063,a,<dbo:district>,f,b,<dbo:district>,f,<dbo:administrativeCollectivity>,"<dbo:administrativeCollectivity>(a, b) <= <dbo:district>(a, f) & <dbo:district>(b, f)",0.00801131
r1064,f,<dbo:leader>,b,a,<dbo:party>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:leader>(f, b) & <dbo:party>(a, f)",0.008081897
r1065,a,<dbo:battle>,e,e,<dbo:place>,b,<dbo:garrison>,"<dbo:garrison>(a, b) <= <dbo:battle>(a, e) & <dbo:place>(e, b)",0.008091645
r1066,e,<dbo:birthPlace>,b,e,<dbo:deathPlace>,a,<dbo:administrativeDistrict>,"<dbo:administrativeDistrict>(a, b) <= <dbo:birthPlace>(e, b) & <dbo:deathPlace>(e, a)",0.008225108
r1067,a,<dbo:choreographer>,f,b,<dbo:formerCoach>,f,<dbo:formerPartner>,"<dbo:formerPartner>(a, b) <= <dbo:choreographer>(a, f) & <dbo:formerCoach>(b, f)",0.008237822
r1068,a,<dbo:movement>,f,b,<dbo:movement>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:movement>(a, f) & <dbo:movement>(b, f)",0.008257387
r1069,b,<dbo:region>,a,,,,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:region>(b, a)",0.008264463
r1070,b,<dbo:isPartOf>,f,a,<dbo:region>,f,<dbo:sourceConfluenceMountain>,"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:isPartOf>(b, f) & <dbo:region>(a, f)",0.008295887
r1071,b,<dbo:region>,f,f,<dbo:state>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:region>(b, f) & <dbo:state>(f, a)",0.008298755
r1072,b,<dbo:musicFusionGenre>,f,a,<dbo:stylisticOrigin>,f,<dbo:derivative>,"<dbo:derivative>(a, b) <= <dbo:musicFusionGenre>(b, f) & <dbo:stylisticOrigin>(a, f)",0.008303677
r1073,a,<dbo:primeMinister>,f,b,<dbo:successor>,f,<dbo:deputy>,"<dbo:deputy>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:successor>(b, f)",0.008319468
r1074,f,<dbo:part>,a,b,<dbo:region>,f,<dbo:highestRegion>,"<dbo:highestRegion>(a, b) <= <dbo:part>(f, a) & <dbo:region>(b, f)",0.008368201
r1075,a,<dbo:owningCompany>,f,b,<dbo:owningCompany>,f,<dbo:broadcastNetwork>,"<dbo:broadcastNetwork>(a, b) <= <dbo:owningCompany>(a, f) & <dbo:owningCompany>(b, f)",0.008404629
r1076,b,<dbo:region>,a,b,<dbo:state>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:region>(b, a) & <dbo:state>(b, a)",0.008438819
r1077,a,<dbo:canonizedPlace>,f,b,<dbo:country>,f,<dbo:majorShrine>,"<dbo:majorShrine>(a, b) <= <dbo:canonizedPlace>(a, f) & <dbo:country>(b, f)",0.008454106
r1078,b,<dbo:starring>,a,,,,<dbo:associatedAct>,"<dbo:associatedAct>(a, b) <= <dbo:starring>(b, a)",0.008522727
r1079,a,<dbo:europeanAffiliation>,f,b,<dbo:europeanAffiliation>,f,<dbo:splitFromParty>,"<dbo:splitFromParty>(a, b) <= <dbo:europeanAffiliation>(a, f) & <dbo:europeanAffiliation>(b, f)",0.008526188
r1080,e,<dbo:recordLabel>,a,e,<dbo:recordLabel>,b,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:recordLabel>(e, a) & <dbo:recordLabel>(e, b)",0.008532718
r1081,a,<dbo:starring>,b,,,,<dbo:composer>,"<dbo:composer>(a, b) <= <dbo:starring>(a, b)",0.008559201
r1082,a,<dbo:location>,f,f,<dbo:state>,b,<dbo:highestMountain>,"<dbo:highestMountain>(a, b) <= <dbo:location>(a, f) & <dbo:state>(f, b)",0.008574491
r1083,a,<dbo:author>,b,,,,<dbo:basedOn>,"<dbo:basedOn>(a, b) <= <dbo:author>(a, b)",0.008583691
r1084,a,<dbo:coach>,f,b,<dbo:formerChoreographer>,f,<dbo:currentPartner>,"<dbo:currentPartner>(a, b) <= <dbo:coach>(a, f) & <dbo:formerChoreographer>(b, f)",0.008587786
r1085,a,<dbo:series>,f,b,<dbo:series>,f,<dbo:lastAppearance>,"<dbo:lastAppearance>(a, b) <= <dbo:series>(a, f) & <dbo:series>(b, f)",0.00870202
r1086,b,<dbo:district>,f,f,<dbo:state>,a,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:district>(b, f) & <dbo:state>(f, a)",0.00877193
r1087,e,<dbo:birthPlace>,a,e,<dbo:deathPlace>,b,<dbo:countySeat>,"<dbo:countySeat>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:deathPlace>(e, b)",0.008811682
r1088,e,<dbo:influencedBy>,a,e,<dbo:philosophicalSchool>,b,<dbo:era>,"<dbo:era>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:philosophicalSchool>(e, b)",0.008833922
r1089,a,<dbo:city>,f,b,<dbo:city>,f,<dbo:outflow>,"<dbo:outflow>(a, b) <= <dbo:city>(a, f) & <dbo:city>(b, f)",0.00883729
r1090,e,<dbo:alumni>,a,e,<dbo:alumni>,b,<dbo:alumni>,"<dbo:alumni>(a, b) <= <dbo:alumni>(e, a) & <dbo:alumni>(e, b)",0.008849558
r1091,a,<dbo:region>,f,b,<dbo:region>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:region>(a, f) & <dbo:region>(b, f)",0.008852017
r1092,a,<dbo:starring>,b,,,,<dbo:presenter>,"<dbo:presenter>(a, b) <= <dbo:starring>(a, b)",0.008956386
r1093,a,<dbo:europeanParliamentGroup>,f,b,<dbo:europeanParliamentGroup>,f,<dbo:nationalAffiliation>,"<dbo:nationalAffiliation>(a, b) <= <dbo:europeanParliamentGroup>(a, f) & <dbo:europeanParliamentGroup>(b, f)",0.009071877
r1094,a,<dbo:relatedMeanOfTransportation>,b,,,,<dbo:automobilePlatform>,"<dbo:automobilePlatform>(a, b) <= <dbo:relatedMeanOfTransportation>(a, b)",0.009079903
r1095,a,<dbo:portrayer>,f,b,<dbo:starring>,f,<dbo:lastAppearance>,"<dbo:lastAppearance>(a, b) <= <dbo:portrayer>(a, f) & <dbo:starring>(b, f)",0.00915455
r1096,a,<dbo:primeMinister>,f,b,<dbo:primeMinister>,f,<dbo:primeMinister>,"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:primeMinister>(b, f)",0.0091811
r1097,e,<dbo:birthPlace>,a,e,<dbo:deathPlace>,b,<dbo:lieutenancyArea>,"<dbo:lieutenancyArea>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:deathPlace>(e, b)",0.009204115
r1098,a,<dbo:branchFrom>,e,e,<dbo:branchTo>,b,<dbo:branchTo>,"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(a, e) & <dbo:branchTo>(e, b)",0.009205984
r1099,a,<dbo:location>,b,,,,<dbo:homeArena>,"<dbo:homeArena>(a, b) <= <dbo:location>(a, b)",0.009221311
r1100,e,<dbo:house>,b,e,<dbo:location>,a,<dbo:house>,"<dbo:house>(a, b) <= <dbo:house>(e, b) & <dbo:location>(e, a)",0.009237875
r1101,a,<dbo:era>,f,b,<dbo:era>,f,<dbo:influencedBy>,"<dbo:influencedBy>(a, b) <= <dbo:era>(a, f) & <dbo:era>(b, f)",0.009289143
r1102,a,<dbo:hubAirport>,e,e,<dbo:location>,b,<dbo:hubAirport>,"<dbo:hubAirport>(a, b) <= <dbo:hubAirport>(a, e) & <dbo:location>(e, b)",0.009350164
r1103,b,<dbo:city>,f,a,<dbo:municipality>,f,<dbo:river>,"<dbo:river>(a, b) <= <dbo:city>(b, f) & <dbo:municipality>(a, f)",0.009354537
r1104,a,<dbo:parentCompany>,f,b,<dbo:parentCompany>,f,<dbo:manufacturer>,"<dbo:manufacturer>(a, b) <= <dbo:parentCompany>(a, f) & <dbo:parentCompany>(b, f)",0.009361517
r1105,a,<dbo:president>,f,b,<dbo:president>,f,<dbo:vicePresident>,"<dbo:vicePresident>(a, b) <= <dbo:president>(a, f) & <dbo:president>(b, f)",0.009363296
r1106,e,<dbo:branchTo>,a,e,<dbo:branchTo>,b,<dbo:branchFrom>,"<dbo:branchFrom>(a, b) <= <dbo:branchTo>(e, a) & <dbo:branchTo>(e, b)",0.009375
r1107,e,<dbo:branchTo>,a,e,<dbo:branchTo>,b,<dbo:branchTo>,"<dbo:branchTo>(a, b) <= <dbo:branchTo>(e, a) & <dbo:branchTo>(e, b)",0.009425071
r1108,e,<dbo:influencedBy>,a,e,<dbo:notableIdea>,b,<dbo:philosophicalSchool>,"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:notableIdea>(e, b)",0.00952381
r1109,a,<dbo:owner>,f,b,<dbo:owningCompany>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:owner>(a, f) & <dbo:owningCompany>(b, f)",0.009645091
r1110,a,<dbo:owningCompany>,f,b,<dbo:owningCompany>,f,<dbo:parentCompany>,"<dbo:parentCompany>(a, b) <= <dbo:owningCompany>(a, f) & <dbo:owningCompany>(b, f)",0.009645091
r1111,a,<dbo:beatifiedPlace>,f,b,<dbo:country>,f,<dbo:majorShrine>,"<dbo:majorShrine>(a, b) <= <dbo:beatifiedPlace>(a, f) & <dbo:country>(b, f)",0.009704027
r1112,a,<dbo:occupation>,b,,,,<dbo:employer>,"<dbo:employer>(a, b) <= <dbo:occupation>(a, b)",0.009738152
r1113,f,<dbo:city>,b,a,<dbo:region>,f,<dbo:governmentRegion>,"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, b) & <dbo:region>(a, f)",0.009756098
r1114,a,<dbo:country>,f,b,<dbo:timeZone>,f,<dbo:source>,"<dbo:source>(a, b) <= <dbo:country>(a, f) & <dbo:timeZone>(b, f)",0.00976801
r1115,a,<dbo:influencedBy>,f,f,<dbo:philosophicalSchool>,b,<dbo:notableIdea>,"<dbo:notableIdea>(a, b) <= <dbo:influencedBy>(a, f) & <dbo:philosophicalSchool>(f, b)",0.00979021
r1116,a,<dbo:influencedBy>,e,e,<dbo:mainInterest>,b,<dbo:philosophicalSchool>,"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(a, e) & <dbo:mainInterest>(e, b)",0.010093855
r1117,a,<dbo:artery>,f,b,<dbo:branchFrom>,f,<dbo:artery>,"<dbo:artery>(a, b) <= <dbo:artery>(a, f) & <dbo:branchFrom>(b, f)",0.010118044
